t,x,y,dance_movement,Predictions
0,1617.3,912.0,0,-1
1,1618.3,909.0,0,-1
2,1628.3,915.0,0,-1
3,1637.3,907.0,0,0
4,1662.3,915.0,0,0
5,1658.3,933.0,0,0
6,1665.3,930.0,0,0
7,1668.3,930.0,0,0
8,1665.3,931.0,0,0
9,1659.3,933.0,0,0
10,1662.3,935.0,0,0
11,1661.3,938.5,0,0
12,1663.3,941.0,0,0
13,1661.3,939.0,0,0
14,1660.3,939.0,0,0
15,1653.8,939.5,0,0
16,1651.3,936.5,0,0
17,1646.8,939.0,0,0
18,1644.8,937.0,0,0
19,1646.8,939.0,0,0
20,1650.3,941.0,0,0
21,1652.8,939.5,0,0
22,1654.3,944.0,0,0
23,1665.3,943.0,0,0
24,1663.8,947.0,0,0
25,1656.3,947.0,0,0
26,1649.3,942.0,0,0
27,1647.3,939.0,0,0
28,1644.8,935.5,0,0
29,1646.8,942.0,0,0
30,1636.8,940.5,0,0
31,1643.3,964.5,0,0
32,1630.3,948.5,0,0
33,1623.3,964.0,0,0
34,1625.3,967.5,0,0
35,1620.8,966.0,0,0
36,1615.3,967.0,0,0
37,1611.8,973.5,0,0
38,1608.3,977.0,0,0
39,1609.8,970.0,0,0
40,1607.8,972.5,0,0
41,1606.8,972.5,0,0
42,1608.8,971.5,0,0
43,1606.8,973.5,0,0
44,1601.8,973.5,0,0
45,1593.3,972.0,0,0
46,1592.8,966.5,0,0
47,1581.8,972.0,0,0
48,1569.3,976.5,0,0
49,1570.3,975.5,0,0
50,1557.8,978.0,0,1
51,1528.3,977.0,1,1
52,1531.8,974.5,1,1
53,1501.8,961.5,1,1
54,1547.8,965.0,1,1
55,1520.8,966.0,1,1
56,1532.8,963.0,1,1
57,1541.8,965.0,1,1
58,1529.8,943.0,1,1
59,1552.8,944.0,1,1
60,1527.8,940.0,1,1
61,1558.8,950.0,1,1
62,1527.8,945.0,1,1
63,1562.8,948.0,1,1
64,1526.8,944.0,1,1
65,1566.8,947.0,1,1
66,1525.8,939.0,1,1
67,1563.8,943.0,1,1
68,1527.8,933.0,1,1
69,1576.8,947.0,1,1
70,1526.8,932.0,1,1
71,1579.8,943.0,1,1
72,1523.8,930.0,1,1
73,1574.8,942.0,1,1
74,1516.8,934.0,1,1
75,1576.8,945.0,1,1
76,1522.8,936.0,1,1
77,1566.8,936.0,1,1
78,1544.8,928.0,1,1
79,1560.8,925.0,1,1
80,1549.8,924.0,1,1
81,1550.8,928.0,1,1
82,1566.8,933.0,1,1
83,1562.8,930.0,1,1
84,1561.8,927.0,1,1
85,1542.8,915.0,1,1
86,1568.8,921.0,1,1
87,1534.8,920.0,1,1
88,1587.8,915.0,1,1
89,1532.8,912.0,1,1
90,1584.8,910.0,1,1
91,1533.8,912.0,1,1
92,1578.8,915.0,1,1
93,1529.8,908.0,1,1
94,1579.8,911.0,1,1
95,1533.8,902.0,1,1
96,1578.8,900.0,1,1
97,1530.8,888.0,1,1
98,1566.8,886.0,1,1
99,1527.8,879.0,1,1
100,1563.8,870.0,1,1
101,1543.8,866.0,1,1
102,1576.8,843.0,1,1
103,1533.8,853.0,1,1
104,1561.8,840.0,1,1
105,1548.8,836.0,1,1
106,1568.8,824.0,1,1
107,1563.8,831.0,0,0
108,1578.8,818.0,0,0
109,1584.8,815.0,0,0
110,1585.8,812.0,0,0
111,1586.8,811.0,0,0
112,1595.8,805.0,0,0
113,1595.8,798.0,0,0
114,1602.8,801.0,0,0
115,1611.8,791.0,0,0
116,1612.8,790.0,0,0
117,1610.8,781.0,0,0
118,1610.8,778.0,0,0
119,1612.8,778.0,0,0
120,1603.8,773.0,0,0
121,1600.8,773.0,0,0
122,1595.8,784.0,0,0
123,1591.8,793.0,0,0
124,1584.8,791.0,0,0
125,1578.8,796.0,0,0
126,1578.8,808.0,0,0
127,1577.8,806.0,0,0
128,1573.8,807.0,0,0
129,1567.8,808.0,0,0
130,1570.8,811.0,0,0
131,1571.8,818.0,0,0
132,1564.8,828.0,0,0
133,1561.8,831.0,0,0
134,1562.8,848.0,0,0
135,1559.8,848.0,0,0
136,1560.8,860.0,0,0
137,1552.8,867.0,0,0
138,1565.8,865.0,0,0
139,1569.8,863.0,0,0
140,1559.8,874.0,0,0
141,1552.8,881.0,0,0
142,1552.8,883.0,0,0
143,1560.8,885.0,0,0
144,1555.8,896.0,0,0
145,1562.8,899.0,0,0
146,1564.8,894.0,0,0
147,1573.8,895.0,0,0
148,1577.8,901.0,0,0
149,1577.8,894.0,0,0
150,1582.8,909.0,0,0
151,1583.8,905.0,0,0
152,1590.8,914.0,0,0
153,1607.8,923.0,0,0
154,1608.8,921.0,0,0
155,1610.8,923.0,0,0
156,1621.8,927.0,0,0
157,1627.8,914.0,0,0
158,1638.8,932.0,0,0
159,1645.8,939.0,0,0
160,1655.8,938.0,0,0
161,1674.8,939.0,0,0
162,1677.8,945.0,1,0
163,1683.8,939.0,1,1
164,1671.8,945.0,1,1
165,1679.8,942.0,1,1
166,1675.8,940.0,1,1
167,1684.8,943.0,1,1
168,1683.8,937.0,1,1
169,1689.8,933.0,1,1
170,1672.8,936.0,1,1
171,1679.8,936.0,1,1
172,1679.8,934.0,1,1
173,1664.8,938.0,1,1
174,1691.8,930.0,1,1
175,1652.8,936.0,1,1
176,1693.8,933.0,1,1
177,1653.8,927.0,1,1
178,1694.8,922.0,1,1
179,1651.8,909.0,1,1
180,1691.8,898.0,1,1
181,1661.8,906.0,1,1
182,1696.8,909.0,1,1
183,1657.8,914.0,1,1
184,1693.8,908.0,1,1
185,1659.8,911.0,1,1
186,1689.8,899.0,1,1
187,1667.8,901.0,1,1
188,1672.8,901.0,1,1
189,1669.8,900.0,1,1
190,1672.8,900.0,1,1
191,1656.8,894.0,1,1
192,1670.8,892.0,1,1
193,1669.8,885.0,1,1
194,1669.8,883.0,1,1
195,1664.8,881.0,1,1
196,1676.8,879.0,1,1
197,1660.8,868.0,1,1
198,1671.8,870.0,1,1
199,1685.8,872.0,1,1
200,1655.8,868.0,1,1
201,1677.8,864.0,1,1
202,1649.8,864.0,1,1
203,1681.8,857.0,1,1
204,1654.8,861.0,1,1
205,1679.8,856.0,1,1
206,1657.8,852.0,1,1
207,1668.8,850.0,1,1
208,1654.8,847.0,1,1
209,1676.8,851.0,1,1
210,1652.8,850.0,1,1
211,1676.8,853.0,1,1
212,1654.8,843.0,1,1
213,1673.8,843.0,1,1
214,1656.8,837.0,1,1
215,1676.8,840.0,1,1
216,1660.8,839.0,1,1
217,1677.8,837.0,1,1
218,1664.8,829.0,1,1
219,1660.8,826.0,1,1
220,1664.8,828.0,1,1
221,1665.8,825.0,1,1
222,1663.8,824.0,1,1
223,1671.8,830.0,1,1
224,1652.8,820.0,1,1
225,1667.8,815.0,1,0
226,1652.8,812.0,0,0
227,1648.8,809.0,0,0
