t,x,y,dance_movement,Predictions
0,1480.0,618.0,1,-1
1,1468.4,676.6,1,-1
2,1468.7,623.2,1,-1
3,1455.2,700.5,1,1
4,1458.4,615.1,1,1
5,1455.0,682.0,1,1
6,1452.2,610.6,1,1
7,1434.9,695.9,1,1
8,1439.1,639.5,1,1
9,1436.0,666.0,1,1
10,1437.4,637.5,1,1
11,1437.0,652.8,1,1
12,1429.4,630.3,1,1
13,1435.0,640.7,1,1
14,1432.4,662.2,1,1
15,1428.0,651.0,1,1
16,1427.5,659.4,1,1
17,1424.9,615.7,1,1
18,1427.5,675.1,1,1
19,1402.7,617.7,1,1
20,1414.4,680.0,1,1
21,1402.7,605.5,1,1
22,1420.4,675.8,1,1
23,1400.6,612.4,1,1
24,1409.3,685.7,1,1
25,1390.4,629.2,1,1
26,1363.0,726.5,1,1
27,1379.3,625.9,1,1
28,1361.3,721.9,1,1
29,1356.5,712.3,0,1
30,1322.2,749.3,0,1
31,1322.8,748.2,0,0
32,1287.6,763.0,0,0
33,1279.5,766.7,0,0
34,1263.5,759.4,0,0
35,1260.7,750.1,0,0
36,1250.9,749.8,0,0
37,1234.1,742.5,0,0
38,1235.3,741.3,0,0
39,1235.6,731.0,0,0
40,1244.0,712.8,0,0
41,1255.3,702.7,0,0
42,1261.5,687.6,0,0
43,1270.7,676.6,0,0
44,1282.8,662.7,0,0
45,1289.8,654.8,0,0
46,1298.7,641.0,0,0
47,1303.6,623.3,0,0
48,1315.4,608.7,0,0
49,1325.1,591.1,0,0
50,1315.7,558.7,0,0
51,1326.4,567.3,0,0
52,1330.9,550.0,0,0
53,1323.4,519.8,0,0
54,1321.0,495.0,0,0
55,1329.5,469.2,0,0
56,1334.9,456.5,0,0
57,1336.2,450.0,0,0
58,1337.6,422.6,0,0
59,1351.8,413.3,0,0
60,1381.1,409.1,0,0
61,1383.5,409.4,0,0
62,1383.0,410.7,0,0
63,1392.1,410.0,0,0
64,1406.9,409.0,0,0
65,1401.6,416.0,0,0
66,1419.4,387.9,0,0
67,1448.8,375.0,0,0
68,1461.1,374.2,0,0
69,1465.3,375.5,0,0
70,1463.4,374.7,0,0
71,1481.5,379.0,0,0
72,1526.5,384.3,0,0
73,1525.1,398.7,0,0
74,1522.7,423.9,0,0
75,1530.3,421.0,0,0
76,1548.7,435.9,0,0
77,1556.0,459.9,0,0
78,1556.2,479.7,0,0
79,1562.4,499.3,0,0
80,1565.4,502.8,0,0
81,1559.3,487.2,0,1
82,1513.2,486.5,0,1
83,1546.5,512.9,0,1
84,1529.5,483.4,0,1
85,1536.5,502.6,1,1
86,1537.5,519.1,1,1
87,1534.4,498.4,1,1
88,1520.2,500.6,1,1
89,1527.2,550.0,1,1
90,1503.1,462.3,1,1
91,1526.9,533.3,1,1
92,1519.8,472.0,1,1
93,1511.5,556.1,1,1
94,1506.3,508.6,1,1
95,1507.1,540.4,1,1
96,1497.9,506.7,1,1
97,1497.6,551.7,1,1
98,1489.4,515.0,1,1
99,1492.1,546.9,1,1
100,1484.8,526.2,1,1
101,1480.5,531.1,1,1
102,1475.2,533.2,1,1
103,1474.9,535.3,1,1
104,1472.6,565.4,1,1
105,1464.1,505.4,1,1
106,1466.8,554.2,1,1
107,1448.3,551.5,1,1
108,1445.0,569.4,1,1
109,1447.7,518.7,1,1
110,1440.2,577.4,1,1
111,1436.8,502.6,1,1
112,1444.4,569.2,1,1
113,1428.8,493.6,1,1
114,1423.3,578.3,1,1
115,1409.8,512.8,1,1
116,1414.5,567.4,1,1
117,1414.0,526.7,1,1
118,1415.4,559.4,1,1
119,1406.8,513.5,1,0
120,1404.2,510.3,1,0
121,1397.6,505.7,0,0
122,1385.0,497.1,0,0
123,1364.4,485.5,0,0
124,1349.1,485.1,0,0
125,1340.9,481.8,0,0
126,1330.7,489.5,0,0
127,1316.7,491.3,0,0
128,1316.7,498.0,0,0
129,1313.7,518.6,0,0
130,1312.7,536.2,0,0
131,1306.4,541.9,0,0
132,1300.5,547.7,0,0
133,1306.5,564.7,0,0
134,1311.2,573.6,0,0
135,1298.7,589.2,0,0
136,1291.4,592.6,0,0
137,1287.1,603.8,0,0
138,1290.7,620.0,0,0
139,1304.2,631.8,0,0
140,1320.3,660.4,0,0
141,1321.0,646.6,0,0
142,1326.9,639.6,0,0
143,1321.6,657.8,0,0
144,1351.9,638.9,0,0
145,1344.1,648.8,0,0
146,1361.8,695.9,0,0
147,1343.7,721.5,0,0
148,1356.9,731.3,0,0
149,1384.0,751.6,0,0
150,1396.4,743.5,0,0
151,1393.7,739.2,0,0
152,1428.8,727.0,0,0
153,1433.2,718.7,0,0
154,1445.1,698.7,0,0
155,1456.6,688.9,0,0
156,1460.6,675.3,0,0
157,1468.1,658.9,0,0
158,1477.3,637.8,0,0
159,1485.9,614.0,0,0
160,1484.0,607.7,0,0
161,1495.6,565.8,0,0
162,1509.7,560.3,0,0
163,1508.9,550.6,0,0
164,1496.7,554.1,0,0
165,1496.4,540.8,0,0
166,1506.6,494.4,1,0
167,1493.9,479.7,1,0
168,1515.1,506.2,1,1
169,1500.3,500.0,1,1
170,1493.3,511.2,1,1
171,1478.9,512.4,1,1
172,1482.4,510.4,1,1
173,1479.1,535.5,1,1
174,1474.2,519.4,1,1
175,1472.6,547.7,1,1
176,1466.2,492.2,1,1
177,1468.0,529.5,1,1
178,1460.0,481.2,1,1
179,1463.8,530.4,1,1
180,1442.9,479.6,1,1
181,1456.0,521.9,1,1
182,1429.7,471.5,1,1
183,1455.4,530.6,1,1
184,1430.9,474.6,1,1
185,1439.7,537.6,1,1
186,1428.9,489.5,1,1
187,1429.3,544.2,1,1
188,1425.3,500.4,1,1
189,1421.6,555.9,1,1
190,1421.4,513.2,1,1
191,1411.9,561.8,1,1
192,1410.2,511.9,1,1
193,1392.5,574.9,1,1
194,1404.8,516.2,1,1
195,1398.4,579.9,1,1
196,1401.9,562.6,1,1
197,1377.8,610.8,1,1
198,1389.4,545.4,1,1
199,1363.0,620.0,1,1
200,1373.0,540.0,1,1
201,1350.0,625.0,1,1
202,1367.0,546.0,1,1
203,1355.0,619.0,1,1
204,1360.0,530.0,1,1
205,1334.0,608.0,1,1
206,1343.0,563.0,1,1
207,1310.0,627.0,0,1
208,1305.0,627.0,0,0
209,1296.0,634.0,0,0
210,1286.0,639.0,0,0
211,1276.0,645.0,0,0
212,1263.0,648.0,0,0
213,1247.0,647.0,0,0
214,1226.0,652.0,0,0
215,1225.0,644.0,0,0
216,1212.0,635.0,0,0
217,1223.0,647.0,0,0
218,1222.0,593.0,0,0
219,1218.0,582.0,0,0
220,1220.0,572.0,0,0
221,1223.0,541.0,0,0
222,1244.0,559.0,0,0
223,1236.0,555.0,0,0
224,1247.0,531.0,0,0
225,1266.0,523.0,0,0
226,1240.0,507.0,0,0
227,1225.0,483.0,0,0
228,1231.0,465.0,0,0
229,1233.0,457.0,0,0
230,1222.0,458.0,0,0
231,1237.0,417.0,0,0
232,1251.0,410.0,0,0
233,1260.0,399.0,0,0
234,1291.0,391.0,0,0
235,1288.0,381.0,0,0
236,1297.0,374.0,0,0
237,1304.0,363.0,0,0
238,1311.0,359.0,0,0
239,1329.0,344.0,0,0
240,1345.0,351.0,0,0
241,1347.0,317.0,0,0
242,1361.0,342.0,0,0
243,1362.0,341.0,0,0
244,1382.0,336.0,0,0
245,1388.0,350.0,0,0
246,1445.0,370.0,0,0
247,1443.0,351.0,0,0
248,1452.0,362.0,0,0
249,1461.0,368.0,0,0
250,1476.0,380.0,0,0
251,1485.0,387.0,0,0
252,1488.0,399.0,0,0
253,1480.0,398.0,0,1
254,1497.0,439.0,1,1
255,1498.0,419.0,1,1
256,1469.0,469.0,1,1
257,1473.0,408.0,1,1
