t,x,y,dance_movement,Predictions
0,521.1,496.8,0,-1
1,505.7,487.6,0,-1
2,495.9,483.9,0,-1
3,484.9,472.8,0,0
4,446.9,485.1,0,0
5,427.5,477.8,0,0
6,442.0,474.1,0,0
7,433.4,469.2,0,0
8,402.8,452.0,0,0
9,404.0,449.5,0,0
10,386.8,455.7,0,1
11,391.7,453.2,0,1
12,389.3,450.8,1,1
13,421.1,461.8,1,1
14,400.3,443.4,1,1
15,366.0,416.4,1,1
16,444.4,445.9,1,1
17,379.5,418.9,1,1
18,444.4,442.2,1,1
19,384.4,407.8,1,1
20,434.6,425.0,1,1
21,405.2,412.7,1,1
22,401.5,405.4,1,1
23,435.9,421.3,1,1
24,389.3,404.2,1,1
25,457.9,406.6,1,1
26,380.7,388.2,1,1
27,414.2,408.8,1,1
28,412.0,381.5,1,1
29,421.6,417.6,1,1
30,411.8,400.5,1,1
31,400.3,404.2,1,1
32,436.3,410.3,1,1
33,387.3,377.4,1,1
34,455.9,415.4,1,1
35,399.5,377.4,1,1
36,446.6,408.6,1,1
37,400.0,385.3,1,1
38,438.0,420.9,1,1
39,404.9,389.0,1,1
40,401.2,382.9,1,1
41,417.1,373.0,1,1
42,450.7,395.9,1,1
43,442.1,379.9,1,1
44,448.7,383.9,1,1
45,453.2,393.4,1,1
46,453.2,372.6,1,1
47,472.8,389.8,1,1
48,450.7,364.0,1,1
49,492.4,400.8,1,1
50,487.5,364.0,1,1
51,512.0,392.2,1,1
52,478.9,370.1,1,1
53,561.0,389.8,1,1
54,556.1,389.8,0,1
55,556.1,397.1,0,0
56,583.1,389.8,0,0
57,589.2,393.4,0,0
58,601.5,392.2,0,0
59,618.7,375.0,0,0
60,628.5,356.6,0,0
61,624.8,356.6,0,0
62,638.3,343.1,0,0
63,634.6,338.2,0,0
64,632.2,328.4,0,0
65,638.3,355.4,0,0
66,643.2,328.4,0,0
67,646.9,317.4,0,0
68,634.6,302.7,0,0
69,630.9,302.7,0,0
70,610.1,312.5,0,0
71,595.4,301.4,0,0
72,591.7,291.6,0,0
73,577.0,288.0,0,0
74,573.3,291.6,0,0
75,556.1,283.0,0,0
76,527.9,269.6,0,0
77,526.7,274.5,0,0
78,513.2,284.3,0,0
79,491.2,284.3,0,0
80,478.9,295.3,0,0
81,460.5,295.3,0,0
82,456.8,326.0,0,0
83,459.3,326.0,0,0
84,449.5,335.8,0,0
85,432.3,343.1,0,0
86,434.8,344.4,0,0
87,422.5,368.9,0,0
88,437.2,379.9,0,0
89,398.0,388.5,0,0
90,416.4,388.5,0,0
91,394.3,413.1,0,0
92,382.0,415.5,0,0
93,390.6,420.4,0,0
94,374.7,443.7,0,0
95,375.9,463.4,0,0
96,377.1,480.5,0,0
97,373.5,483.0,0,0
98,375.9,487.9,0,0
99,374.7,496.5,0,0
100,378.4,502.6,0,0
101,382.0,506.3,0,0
102,382.0,510.0,0,0
103,406.6,538.2,0,0
104,405.3,530.8,0,0
105,421.3,551.7,0,1
106,423.7,557.8,1,1
107,447.0,572.5,1,1
108,413.9,527.1,1,1
109,487.5,588.5,1,1
110,428.6,543.1,1,1
111,472.8,568.8,1,1
112,442.1,545.5,1,1
113,442.1,543.1,1,1
114,469.6,571.6,1,1
115,442.6,553.2,1,1
116,470.8,565.5,1,1
117,454.9,543.4,1,1
118,490.4,569.1,1,1
119,443.8,525.0,1,1
120,513.7,563.0,1,1
121,438.9,527.4,1,1
122,507.6,553.2,1,1
123,447.5,523.7,1,1
124,468.4,539.7,1,1
125,452.4,518.8,1,1
126,480.6,526.2,1,1
127,475.7,521.3,1,1
128,448.7,502.9,1,1
129,502.7,522.5,1,1
130,440.2,493.1,1,1
131,495.3,518.8,1,1
132,465.9,485.7,1,1
133,522.3,509.0,1,1
134,458.5,461.2,1,1
135,491.6,484.5,1,1
136,462.2,446.5,1,1
137,481.8,460.0,1,1
138,502.7,472.2,1,1
139,478.2,430.5,1,1
140,492.9,479.6,1,1
141,475.7,429.3,1,1
142,510.0,474.7,1,1
143,474.5,420.7,1,1
144,484.3,444.0,1,1
145,475.7,396.2,1,1
146,488.0,409.7,1,1
147,492.9,406.0,1,1
148,505.1,363.1,1,1
149,505.1,409.7,1,1
150,508.8,363.1,1,1
151,512.5,365.5,0,1
152,507.6,356.9,0,0
153,529.7,344.7,0,0
154,551.7,332.4,0,0
155,553.0,333.6,0,0
156,559.1,332.4,0,0
157,582.4,338.5,0,0
158,591.0,341.0,0,0
159,599.5,338.5,0,0
160,604.4,353.3,0,0
161,606.9,360.6,0,0
162,621.6,372.9,0,0
163,620.4,382.7,0,0
164,613.0,388.8,0,0
165,622.0,384.8,0,0
166,628.0,371.8,0,0
167,606.0,408.8,0,0
168,600.0,416.8,0,0
169,618.0,419.8,0,0
170,614.0,429.8,0,0
171,607.0,441.8,0,0
172,602.0,442.8,0,0
173,597.0,461.8,0,0
174,581.0,490.8,0,0
175,559.0,503.8,0,0
176,585.0,513.8,0,0
177,570.0,503.8,0,0
178,569.0,525.8,0,0
179,548.0,528.8,0,0
180,542.0,532.8,0,0
181,551.0,562.8,0,0
182,528.0,550.8,0,0
183,533.0,589.8,0,0
184,538.0,582.8,0,0
185,541.0,599.8,0,0
186,532.0,604.8,0,0
187,529.0,601.8,0,0
188,527.0,602.8,0,0
189,513.0,608.8,0,0
190,490.0,610.8,0,0
191,434.0,616.8,0,0
192,404.0,612.8,0,0
193,407.0,605.8,1,1
194,356.0,584.8,1,1
195,389.0,602.8,1,1
196,367.0,593.8,1,1
197,377.0,593.8,1,1
198,402.0,591.8,1,1
199,344.0,567.8,1,1
200,419.0,593.8,1,1
201,347.0,561.8,1,1
202,389.0,583.8,1,1
203,346.0,554.8,1,1
204,388.0,588.8,1,1
205,396.0,586.8,1,1
206,398.0,579.8,1,1
207,392.0,577.8,1,1
208,363.0,544.8,1,1
209,404.0,579.8,1,1
210,359.0,532.8,1,1
211,414.0,574.8,1,1
212,362.0,527.8,1,1
213,420.0,560.8,1,1
214,381.0,514.8,1,1
215,425.0,536.8,1,1
216,411.0,521.8,1,1
217,402.0,513.8,1,1
218,417.0,514.8,1,1
219,395.0,482.8,1,1
220,444.0,505.8,1,1
221,396.0,467.8,1,1
222,440.0,500.8,1,1
223,381.0,450.8,1,1
224,446.0,484.8,1,1
225,402.0,457.8,1,1
