t,x,y,dance_movement,Predictions
0,1438,675,0,-1
1,1460,701,0,-1
2,1440,693,0,-1
3,1453,721,0,0
4,1444,730,0,0
5,1444,736,0,0
6,1452,779,0,0
7,1458,789,0,0
8,1455,814,0,0
9,1455,832,0,0
10,1469,815,0,0
11,1454,821,0,0
12,1435,827,0,0
13,1435,827,0,0
14,1427,826,0,0
15,1425,822,0,0
16,1389,818,0,0
17,1388,809,0,0
18,1374,802,0,1
19,1397,796,1,1
20,1361,788,1,1
21,1396,798,1,1
22,1335,768,1,1
23,1382,781,1,1
24,1343,758,1,1
25,1419,774,1,1
26,1354,737,1,1
27,1395,759,1,1
28,1368,738,1,1
29,1401,758,1,1
30,1372,731,1,1
31,1402,755,1,1
32,1389,736,1,1
33,1423,735,1,1
34,1406,721,1,1
35,1444,722,1,1
36,1419,697,1,1
37,1467,700,1,1
38,1448,693,0,1
39,1456,702,0,0
40,1462,706,0,0
41,1469,698,0,0
42,1455,690,0,0
43,1463,682,0,0
44,1449,671,0,0
45,1452,661,0,0
46,1451,649,0,0
47,1447,646,0,0
48,1445,624,0,0
49,1443,596,0,0
50,1420,601,0,0
51,1412,587,0,0
52,1411,603,0,0
53,1401,608,0,0
54,1378,612,0,0
55,1363,611,0,0
56,1333,601,0,0
57,1337,604,0,0
58,1309,598,0,0
59,1295,601,0,0
60,1277,599,0,0
61,1273,603,0,0
62,1258,625,0,0
63,1255,632,0,0
64,1239,634,0,0
65,1235,641,0,0
66,1231,658,0,0
67,1221,678,0,0
68,1219,697,0,0
69,1228,695,0,0
70,1210,746,0,1
71,1231,785,1,1
72,1233,749,1,1
73,1248,769,1,1
74,1246,745,1,1
75,1251,774,1,1
76,1244,747,1,1
77,1259,774,1,1
78,1264,757,1,1
79,1271,769,1,1
80,1269,741,1,1
81,1292,763,1,1
82,1282,732,1,1
83,1310,758,1,1
84,1297,730,1,1
85,1317,766,1,1
86,1309,728,1,1
87,1316,744,1,1
88,1326,721,1,1
89,1329,735,1,1
90,1342,675,0,1
91,1343,680,0,1
92,1352,650,0,1
93,1343,664,0,1
94,1363,676,0,0
95,1392,653,0,0
96,1402,661,0,0
97,1426,650,0,0
98,1422,659,0,0
99,1441,666,0,0
100,1446,678,0,0
101,1465,685,0,0
102,1473,687,0,0
103,1492,696,0,0
104,1498,721,0,0
105,1489,730,0,0
106,1498,746,0,1
107,1472,744,0,1
108,1496,784,0,1
109,1474,778,0,1
110,1472,791,0,1
111,1452,777,0,1
112,1441,826,0,1
113,1435,809,0,1
114,1422,826,0,1
115,1397,826,0,1
116,1385,817,0,1
117,1366,827,0,1
118,1372,818,0,1
119,1332,812,0,1
120,1330,822,1,1
121,1310,816,1,1
122,1346,808,1,1
123,1325,794,1,1
124,1345,805,1,1
125,1345,808,1,1
126,1356,785,1,1
127,1351,781,1,1
128,1286,732,1,1
129,1317,774,1,1
130,1316,750,1,1
131,1343,767,1,0
132,1344,758,1,0
133,1349,751,1,0
134,1373,742,1,0
135,1376,739,1,0
136,1353,720,1,0
137,1377,731,0,0
138,1402,748,0,0
139,1415,744,0,0
140,1419,738,0,0
141,1423,732,0,0
142,1427,731,0,0
143,1442,714,0,0
144,1447,706,0,0
145,1450,697,0,0
146,1453,672,0,0
147,1458,668,0,0
148,1455,646,0,0
149,1442,636,0,0
150,1429,623,0,0
151,1410,599,0,0
152,1423,625,0,0
153,1410,610,0,0
154,1401,606,0,0
155,1396,618,0,0
156,1374,608,0,0
157,1368,619,0,0
158,1355,613,0,0
159,1363,629,0,0
160,1324,635,0,0
161,1302,633,0,0
162,1282,655,0,0
163,1276,663,0,0
164,1278,666,0,0
165,1256,677,0,0
166,1261,707,0,0
167,1252,742,0,0
168,1252,774,0,0
169,1262,787,0,0
170,1255,781,0,0
171,1250,789,0,0
172,1262,772,1,0
173,1273,783,1,1
174,1278,781,1,1
175,1289,793,1,1
176,1262,747,1,1
177,1291,794,1,1
178,1262,752,1,1
179,1299,786,1,1
180,1280,752,1,1
181,1302,773,1,1
182,1284,727,1,1
183,1305,752,1,1
184,1295,740,1,1
185,1324,754,1,1
186,1309,721,1,1
187,1333,754,1,1
188,1306,708,1,1
189,1340,729,1,1
190,1298,686,1,1
191,1328,705,1,1
192,1317,670,1,1
193,1320,676,0,0
194,1310,662,0,0
195,1311,658,0,0
196,1317,647,0,0
197,1320,647,0,0
198,1324,642,0,0
199,1321,643,0,0
200,1341,625,0,0
201,1345,622,0,0
202,1343,640,0,0
203,1355,639,0,1
204,1377,649,0,1
205,1353,654,0,1
206,1415,665,0,1
207,1360,672,0,1
208,1406,694,0,1
209,1400,698,0,1
210,1437,737,0,1
211,1414,721,0,0
212,1427,756,0,0
213,1423,765,0,0
214,1425,775,0,0
215,1421,798,0,0
216,1433,829,0,0
217,1422,848,0,0
218,1424,865,0,0
219,1433,856,0,0
220,1428,861,0,0
221,1421,869,0,0
222,1412,866,0,0
223,1402,870,0,0
224,1401,863,0,0
225,1369,860,0,0
226,1367,852,0,0
227,1353,844,0,0
228,1375,841,0,0
