t,x,y,dance_movement,Predictions
0,557.0,562.3,0,-1
1,571.3,555.3,0,-1
2,558.0,545.0,0,-1
3,568.0,554.0,0,0
4,584.0,567.0,0,0
5,581.0,573.0,0,0
6,586.0,582.0,0,0
7,580.0,592.3,0,0
8,589.0,617.0,0,0
9,583.0,623.0,0,0
10,578.0,640.0,1,1
11,575.3,619.3,1,1
12,554.0,660.6,1,1
13,560.7,630.3,1,1
14,535.7,692.6,1,1
15,545.0,644.3,1,1
16,542.0,679.0,1,1
17,537.0,598.0,1,1
18,525.0,679.0,1,1
19,536.0,629.0,1,1
20,516.0,674.0,1,1
21,518.0,641.0,1,1
22,497.0,680.0,1,1
23,516.0,645.0,1,1
24,495.0,660.0,1,1
25,492.0,635.0,1,1
26,477.0,650.0,1,1
27,471.0,606.0,1,1
28,458.0,645.0,1,1
29,440.0,593.0,1,1
30,443.0,609.0,0,0
31,443.0,602.0,0,0
32,443.0,601.0,0,0
33,435.0,592.0,0,0
34,443.0,594.0,0,0
35,428.0,595.0,0,0
36,422.0,609.0,0,0
37,413.0,612.0,0,0
38,402.0,615.0,0,0
39,394.0,624.0,0,0
40,376.0,631.0,0,0
41,351.0,641.0,0,0
42,361.0,659.0,0,0
43,350.0,661.0,0,0
44,367.0,665.0,0,0
45,376.0,668.0,0,0
46,388.0,689.0,0,0
47,390.0,701.0,0,0
48,386.0,744.0,0,0
49,392.0,741.0,0,0
50,398.0,771.0,0,0
51,399.0,780.0,0,0
52,405.0,798.0,0,0
53,410.0,800.0,0,0
54,424.0,818.0,0,0
55,433.0,818.0,0,0
56,446.0,830.0,0,0
57,459.0,835.0,0,0
58,477.0,835.0,0,0
59,496.0,835.0,0,0
60,515.0,834.0,0,0
61,520.0,822.0,0,0
62,560.0,822.0,0,0
63,584.0,800.0,1,1
64,556.0,800.0,1,1
65,573.0,794.0,1,1
66,541.0,797.0,1,1
67,572.0,783.0,1,1
68,546.0,795.0,1,1
69,559.0,775.0,1,1
70,542.0,770.0,1,1
71,556.0,757.0,1,1
72,526.0,763.0,1,1
73,552.0,741.0,1,1
74,516.0,762.0,1,1
75,545.0,739.0,1,1
76,511.0,760.0,1,1
77,542.0,734.0,1,1
78,512.0,743.0,1,1
79,528.0,729.0,1,1
80,501.0,729.0,1,1
81,511.0,718.0,1,1
82,451.0,721.0,0,1
83,458.0,717.0,0,1
84,430.0,715.0,0,1
85,451.0,721.0,0,0
86,445.0,703.0,0,0
87,432.0,688.0,0,0
88,433.0,676.0,0,0
89,412.0,662.0,0,0
90,423.0,658.0,0,0
91,421.0,646.0,0,0
92,432.0,625.0,0,0
93,439.0,594.0,0,0
94,438.0,587.0,0,0
95,441.0,571.0,0,0
96,463.0,559.0,0,0
97,466.0,564.0,0,0
98,485.0,551.0,0,0
99,493.0,569.0,0,0
100,524.0,556.0,0,0
101,523.0,570.0,0,0
