t,x,y,dance_movement,Predictions
0,703.8,486.8,1,-1
1,704.9,442.1,1,-1
2,717.1,452.9,1,-1
3,709.0,493.6,1,1
4,704.1,451.1,1,1
5,701.7,450.8,1,1
6,693.7,486.6,1,1
7,677.7,454.8,1,1
8,667.9,443.8,1,1
9,680.1,476.6,0,1
10,659.4,442.6,0,1
11,648.5,437.7,0,0
12,644.9,434.1,0,0
13,617.0,440.1,0,0
14,609.3,447.3,0,0
15,603.9,451.8,0,0
16,593.0,461.1,0,0
17,593.0,476.4,0,0
18,600.6,492.8,0,0
19,606.9,499.2,0,0
20,615.8,501.7,0,0
21,617.1,519.5,0,0
22,631.0,513.1,0,0
23,634.8,529.6,0,0
24,634.8,539.7,0,0
25,645.0,543.5,0,0
26,653.9,547.3,0,0
27,673.4,545.0,0,0
28,676.7,541.0,0,0
29,685.6,528.3,0,0
30,707.2,530.9,0,0
31,717.3,519.5,0,0
32,728.7,508.1,0,0
33,726.2,492.8,0,0
34,752.8,480.2,0,0
35,751.8,481.2,0,0
36,755.6,472.3,0,0
37,760.7,468.5,0,0
38,751.0,452.5,0,0
39,750.3,428.3,0,1
40,737.9,419.1,1,1
41,744.2,443.1,1,1
42,736.6,403.8,1,1
43,741.7,443.1,1,1
44,736.1,436.0,1,1
45,721.4,407.6,1,1
46,730.3,435.5,1,1
47,726.5,463.4,1,1
48,701.1,408.9,1,1
49,704.9,433.0,1,1
50,712.5,453.3,1,1
51,694.7,425.4,1,1
52,683.3,435.5,1,1
53,682.1,474.8,1,1
54,668.1,434.3,1,1
55,670.1,431.3,1,1
56,666.3,461.7,1,1
57,657.3,461.7,1,1
58,655.3,446.7,1,1
59,613.3,486.7,0,0
60,606.3,476.7,0,0
61,591.3,476.7,0,0
62,573.3,469.7,0,0
63,562.3,465.7,0,0
64,563.3,447.7,0,0
65,567.3,443.7,0,0
66,572.3,442.7,0,0
67,582.3,426.7,0,0
68,583.1,426.7,0,0
69,580.1,412.7,0,0
70,599.1,417.7,0,0
71,603.1,406.7,0,0
72,614.1,401.7,0,0
73,620.1,405.7,0,0
74,623.1,411.7,0,0
75,641.1,396.7,0,0
76,665.1,405.7,0,0
77,677.1,415.7,0,0
78,691.1,399.7,0,0
79,694.1,396.7,0,0
80,702.1,393.7,0,0
81,712.1,371.7,0,0
82,723.1,369.7,0,0
83,730.1,369.7,0,0
84,743.1,367.7,0,0
85,753.1,372.7,0,0
86,754.1,378.7,0,0
87,764.1,392.7,0,0
88,765.1,411.7,0,0
89,773.1,419.7,0,0
90,784.1,428.7,0,0
91,777.1,447.7,0,0
92,779.1,457.7,1,0
93,781.1,467.7,1,0
94,761.1,461.7,1,1
95,773.1,476.7,1,1
96,778.1,494.7,1,1
97,748.1,465.7,1,1
98,753.1,487.7,1,1
99,761.1,504.7,1,1
100,755.1,484.7,1,1
101,742.1,469.7,1,1
102,744.1,491.7,1,1
103,738.1,519.7,1,1
104,730.1,478.7,1,1
105,722.1,486.7,1,1
106,720.1,509.7,1,1
107,717.1,518.7,1,0
108,707.1,481.7,1,0
109,705.1,486.7,1,0
110,697.1,511.7,1,0
111,695.1,508.7,1,0
112,682.1,486.7,1,0
113,679.1,487.7,1,0
114,680.1,516.7,1,0
115,640.1,480.7,0,0
116,632.1,482.7,0,0
117,605.1,486.7,0,0
118,596.1,496.7,0,0
119,592.1,506.7,0,0
120,592.1,517.7,0,0
121,603.1,521.7,0,0
122,605.1,536.7,0,0
123,620.1,536.7,0,0
124,627.1,552.7,0,0
125,629.1,559.7,0,0
126,628.1,563.7,0,0
127,633.1,569.7,0,0
128,639.1,572.7,0,0
129,656.1,577.7,0,0
130,673.1,580.7,0,0
131,680.1,575.7,0,0
132,690.1,575.7,0,0
133,689.1,563.7,0,0
134,705.1,557.7,0,0
135,718.1,557.7,0,0
136,725.1,559.7,0,0
137,737.1,558.7,0,0
138,740.1,544.7,0,0
139,743.1,526.7,0,0
140,747.1,518.7,0,0
141,766.1,503.7,0,0
142,766.1,494.7,0,0
143,778.1,471.7,0,0
144,771.1,444.7,1,0
145,755.1,448.7,1,1
146,738.1,464.7,1,1
147,736.1,451.7,1,1
148,737.1,458.7,1,1
149,732.1,492.7,1,1
150,730.1,441.7,1,1
151,727.3,480.5,1,1
152,721.3,447.5,1,1
153,710.3,449.5,1,1
154,711.3,484.5,1,1
155,709.3,489.5,1,1
156,698.8,445.3,1,1
157,701.3,471.5,1,1
158,695.3,493.5,1,1
159,691.3,440.5,1,1
160,692.3,467.5,1,1
161,676.3,489.5,1,1
162,662.3,443.5,1,1
163,662.3,468.5,1,1
164,659.3,488.5,1,1
165,650.3,439.5,1,0
166,643.3,449.5,0,0
167,613.3,442.5,0,0
168,604.3,442.5,0,0
169,594.3,447.5,0,0
170,589.3,460.5,0,0
171,590.3,466.5,0,0
172,589.3,475.5,0,0
173,595.3,476.5,0,0
174,594.3,488.5,0,0
175,605.3,501.5,0,0
176,615.3,503.5,0,0
177,625.3,502.5,0,0
178,630.3,519.5,0,0
179,645.3,512.5,0,0
