LocID,MeanConsecDistance,MeanConsecVertAngle,Interaction,MovementClass
03_01_01_0094,0.21454962354283386,0.2640766572161844,0.056657547392182345,0
03_01_01_0095,0.2514837471623746,0.23226599617800966,0.058411123057247646,0
03_01_01_0096,0.24158377328539807,0.23507714638452826,0.056790824036738206,0
03_01_01_0097,0.19782442350763538,0.23838891190819572,0.04715914906885129,0
03_01_01_0098,0.17556899994144373,0.19020156255709458,0.03339349812544905,0
03_01_01_0099,0.20437716453496554,0.18401804206064828,0.03760908565963132,0
03_01_01_0100,0.1877847183922698,0.29592354653494307,0.05556991985170603,0
03_01_01_0101,0.1429068059739421,0.30987146835799334,0.04428274180549629,0
03_01_01_0102,0.13856929447456817,0.26388906167377363,0.03656692109569062,1
03_01_01_0103,0.14131919998933246,0.3638523077984245,0.051419317052345696,1
03_01_02_0003,0.09235172546953664,0.5573363457226189,0.051470973194370065,1
03_01_02_0004,0.10684030695450325,0.6356077110264482,0.06790852294871493,1
03_01_02_0005,0.11060454481075124,0.6606855172703949,0.07307482090074777,1
03_01_02_0006,0.08397026259074242,0.5292081644815477,0.044437748536680366,1
03_01_02_0007,0.08171309592688283,0.4675350399275212,0.03820373556677654,1
03_01_02_0008,0.08481904507116149,0.592593990661041,0.05026325640277829,1
03_01_02_0009,0.07500004098322278,0.5223959405198823,0.03917971694846038,1
03_01_02_0010,0.06725371960004127,0.4109946359068071,0.02764091800039746,1
03_01_02_0011,0.06018878991595161,0.4529025507521566,0.027259656479620167,1
03_01_02_0012,0.08681215832913883,0.4362747692749494,0.03787395434530542,1
03_01_02_0013,0.08390529406856136,0.48928777638682425,0.04105383476188898,1
03_01_02_0014,0.09509330656901234,0.43364305019799315,0.04123655151399937,1
03_01_02_0015,0.10168845122997149,0.5044227415631806,0.051293967354736,1
03_01_02_0016,0.11314214025062909,0.4286148273331414,0.048494398907625455,1
03_01_02_0017,0.12353550981006722,0.4615535133904005,0.05701824858131082,1
03_01_02_0018,0.0986138298066762,0.34361481993685045,0.033885173372304254,1
03_01_02_0019,0.10904472339272467,0.38076020087087054,0.04151989078292236,1
03_01_02_0020,0.13476570288532908,0.42794411957831957,0.05767219007061555,1
03_01_02_0021,0.15106206189057744,0.566808515395302,0.08562326303275142,1
03_01_02_0022,0.13832679425484495,0.5215293179644647,0.07214147866394012,1
03_01_02_0023,0.14576036089025846,0.4581495901170617,0.0667800495971869,1
03_01_02_0024,0.1694090330265495,0.4259895100112544,0.07216647097046024,1
03_01_02_0025,0.1907916691107696,0.3027397537073145,0.05776022291600184,1
03_01_02_0026,0.16778356819722945,0.16419296419367974,0.027548881405295517,0
03_01_02_0027,0.16622055130960317,0.17776347965534986,0.02954794359102568,0
03_01_02_0028,0.18218816765305992,0.1839891969746421,0.03352065466476796,0
03_01_02_0029,0.16608586943783527,0.14885733081507235,0.02472309921061676,0
03_01_02_0030,0.1810331159584348,0.1600372968454132,0.02897205051749014,0
03_01_02_0031,0.17764114732459138,0.13970012563714554,0.024816490599572097,0
03_01_02_0032,0.20248395472862615,0.080967095253108,0.01639453764973868,0
03_01_02_0033,0.21106031552983498,0.06794916419148467,0.014341372034243318,0
03_01_02_0034,0.2088385841435112,0.13903700270882435,0.02903629078926841,0
03_01_02_0035,0.24102625335478173,0.11976745690202562,0.02886710141092553,0
03_01_02_0036,0.2218136129082658,0.1762569863392727,0.03909619894023693,0
03_01_02_0037,0.2030221700379513,0.16748843176724093,0.034003864873638594,0
03_01_02_0038,0.1731128655854645,0.19797503068002006,0.034272024875388524,0
03_01_02_0039,0.18744847928775768,0.13577361899392612,0.025450558407806863,0
03_01_02_0040,0.20960056144798198,0.12292729749016267,0.0257656305712212,0
03_01_02_0041,0.1886721292997393,0.2376162124120679,0.044831556751924,0
03_01_02_0042,0.17056594333432387,0.29026141808887823,0.04950871258988809,0
03_01_02_0043,0.16444204694086903,0.27635251344093303,0.04544397298748105,1
03_01_02_0044,0.16896918677717981,0.3990005840976575,0.06741880421860093,1
03_01_02_0045,0.12332572134815059,0.49442142056475036,0.06097487834112517,1
03_01_02_0046,0.0959170398565328,0.3584667955402051,0.03438307391507345,1
03_01_02_0047,0.10290736571000819,0.42551261918585354,0.04378838271678208,1
03_01_02_0048,0.10623506447337984,0.40798948180787803,0.04334278890432075,1
03_01_02_0049,0.09314816181521383,0.39217963151786855,0.03653081177725736,1
03_01_02_0050,0.09344668975091776,0.3163479193256328,0.029561665870570766,1
03_01_02_0051,0.11407359300967075,0.43569143780992275,0.049700887754527405,1
03_01_02_0052,0.10401082796493046,0.3411933936028567,0.035487807364797536,1
03_01_02_0053,0.11438140775038665,0.5299310399856734,0.060614258364187754,1
03_01_02_0054,0.111300961405733,0.5029298606832704,0.055976577013699354,1
03_01_02_0055,0.11117075347286388,0.5445044816143282,0.060532973490416024,1
03_01_02_0056,0.11016106273286011,0.39859070256665763,0.043909175390180355,1
03_01_02_0057,0.13650753004520022,0.5292438226815314,0.07224576702593576,1
03_01_02_0058,0.13844295634118303,0.518799771879306,0.07182417416810248,1
03_01_02_0059,0.11216987274443542,0.4696440959204516,0.05267991847457248,1
03_01_02_0060,0.118491050847178,0.48030121392657077,0.056911395561334614,1
03_01_02_0061,0.12836402170052005,0.49330059841167007,0.06332204871939515,1
03_01_02_0062,0.1137390167661274,0.4321063590634637,0.049147352418269556,1
03_01_02_0063,0.0886976857938465,0.2808703299629313,0.024912548275866073,1
03_01_02_0064,0.088164594474389,0.3257373330314287,0.02871849987188491,1
03_01_02_0065,0.09664209281711714,0.3041639642390387,0.029395042063611473,1
03_01_02_0066,0.12455515068491463,0.4376699634210074,0.05451404824416465,1
03_01_02_0067,0.1426565764109359,0.5220093510746486,0.07446806687880368,1
03_01_02_0068,0.14740512532188066,0.6326037631422232,0.09324903698507273,1
03_01_02_0069,0.12992540869460376,0.7119673312293271,0.09250264648717664,1
03_01_02_0070,0.12370094150132098,0.8402810870623258,0.10394356159536317,1
03_01_02_0071,0.117355685719764,0.6881264220738619,0.0807555481243658,1
03_01_02_0072,0.08202746535069086,0.6070957249484437,0.04979852354276101,1
03_01_02_0073,0.0986868125728682,0.5361211503727665,0.0529080874831877,1
03_01_02_0074,0.11455749025304307,0.5395554721676187,0.06181012074381803,1
03_01_02_0075,0.13603576364064665,0.3548158841515116,0.0482676497523821,1
03_01_02_0076,0.14464024663970743,0.5170220899951473,0.07478220261507512,1
03_01_02_0077,0.15287124722710832,0.5785285354297944,0.088440378767625,1
03_01_02_0078,0.16076567564441738,0.5979109259515138,0.09612355398577434,1
03_01_02_0079,0.14389845346359847,0.5105723182229556,0.07347056697360756,1
03_01_02_0080,0.15246140255831617,0.5295606177932173,0.08073755452840231,1
03_01_02_0081,0.14214482275622245,0.4232755115015864,0.06016642255944239,0
03_01_02_0082,0.1480111675835228,0.31502783327944134,0.046627637424997474,0
03_01_02_0083,0.15236061863978725,0.25073505020651365,0.038202147364142534,0
03_01_02_0084,0.17014731960952664,0.17701419194835002,0.03011849029285801,0
03_01_02_0085,0.16952296513502618,0.16869514356755588,0.02859770094145101,0
03_01_02_0086,0.1652195403621438,0.11330681382689249,0.018720499700378177,0
03_01_02_0087,0.1904813504702363,0.1118318552468966,0.021301882813020843,0
03_01_02_0088,0.20347286119388952,0.10100348079274456,0.0205514672274418,0
03_01_02_0089,0.19719594901566395,0.0962563268657583,0.01898135772505516,0
03_01_02_0090,0.22160714356974057,0.0977428671947853,0.021660517603352872,0
03_01_02_0091,0.2212750855440131,0.09710076208594402,0.021485979436956126,0
03_01_02_0092,0.22597981067512193,0.10971188177495567,0.024792670272315843,0
03_01_02_0093,0.21427148464266696,0.09516066748044226,0.020390217500621522,0
03_01_02_0094,0.21087775266913117,0.09377771314221997,0.019775633397881794,0
03_01_02_0095,0.23699621745643296,0.08187270693788605,0.01940352185719805,0
03_01_02_0096,0.2058831262275753,0.16879500548747864,0.03475204342136283,0
03_01_02_0097,0.19145387753181367,0.12881587400102257,0.024662298565145315,0
03_01_02_0098,0.18874222718939287,0.21145258361225464,0.039910031575928255,0
03_01_02_0099,0.18064075217966954,0.23390865923297136,0.04225343614518195,0
03_01_02_0100,0.19252882414339412,0.29272046779378186,0.056357127467041086,0
03_01_02_0101,0.16236540088342824,0.3622959024776239,0.05882431944420283,1
03_01_02_0102,0.15060408414652202,0.3389663296365967,0.051049713631427726,1
05_01_01_0003,0.2890861590575591,0.7163439164985091,0.20708511138480284,1
05_01_01_0004,0.27783335948133103,0.7139458483151057,0.1983579735251346,1
05_01_01_0005,0.2691335186376373,0.7176165199230538,0.1931346590393876,1
05_01_01_0006,0.2775619368692545,0.7229909740544135,0.20067477509753195,1
05_01_01_0007,0.3690357882956256,0.6817362081275627,0.2515850589760258,1
05_01_01_0008,0.3923130812551374,0.7265336382516763,0.2850286502580205,1
05_01_01_0009,0.4006787563613989,0.6082563795185005,0.24371540969435984,1
05_01_01_0010,0.3551119712595471,0.4473548582713846,0.1588610655732867,0
05_01_01_0011,0.3276416553644591,0.3494709939883445,0.11450125497220413,0
05_01_01_0012,0.30599792280598787,0.21772969559419642,0.06662483458500415,0
05_01_01_0013,0.22960013222756506,0.18300236390623953,0.042017366950829575,0
05_01_01_0014,0.22659644201124246,0.14012957932029274,0.031752864094510516,0
05_01_01_0015,0.26264920108666623,0.13887412783185496,0.03647517872664426,0
05_01_01_0016,0.2839962975176055,0.08661619700067942,0.024598679253248483,0
05_01_01_0017,0.2933532453879302,0.10777758700134794,0.03161690492692542,0
05_01_01_0018,0.2637222726787245,0.1469603470448107,0.038756716716311555,0
05_01_01_0019,0.24756237872191242,0.17974266171893305,0.04449752089294709,0
05_01_01_0020,0.251884355930415,0.18498947422731707,0.04659595456965387,0
05_01_01_0021,0.2420895626396404,0.18539502360848853,0.0448822001809448,0
05_01_01_0022,0.23235933975793302,0.2375068411748134,0.055186932803371905,0
05_01_01_0023,0.2355021908226452,0.20516090837295417,0.04831584339299468,0
05_01_01_0024,0.23282096093724028,0.15814201466316052,0.03681877581842818,0
05_01_01_0025,0.22815596009705202,0.26464270175073873,0.060379809700617584,0
05_01_01_0026,0.19900140696105317,0.3669284814853056,0.07301928406965856,0
05_01_01_0027,0.18610643708864302,0.4572151637219692,0.08509068510319628,0
05_01_01_0028,0.23867773552239968,0.5975417969819026,0.142619922983626,0
05_01_01_0029,0.22681774176154784,0.7846234447304066,0.17796651786691747,1
05_01_01_0030,0.25664728264239195,0.8253720901105502,0.2118295040957442,1
05_01_01_0031,0.2490424634805027,0.8314416887841811,0.20706428641520194,1
05_01_01_0032,0.26203316403612403,0.6892640512816074,0.18061004021367683,1
05_01_01_0033,0.27948032856578614,0.68640428299573,0.19183649454060947,1
05_01_01_0034,0.2548151844291129,0.6715817613470586,0.17112923037687922,1
05_01_01_0035,0.2783629057249085,0.678795594641605,0.1889515141177043,1
05_01_01_0036,0.28920693243468515,0.7219638887607351,0.20879696159710848,1
05_01_01_0037,0.28677429411456173,0.7124526246286664,0.20431309851795262,1
05_01_01_0038,0.3023405592394375,0.5853352626903772,0.17697059066437168,1
05_01_01_0039,0.2721880400908285,0.45457089813720136,0.12372876184629247,1
05_01_01_0040,0.2413500152244055,0.33240168680557364,0.08022515217114326,1
05_01_01_0041,0.2001032727936325,0.16153742716233105,0.03232416785384547,0
05_01_01_0042,0.19010616748896125,0.16295060754650917,0.030977915490664667,0
05_01_01_0043,0.2017779665087898,0.14613425453565737,0.029486672717482836,0
05_01_01_0044,0.19574337684523246,0.1734498997736642,0.03395166909516415,0
05_01_01_0045,0.19382366885150057,0.17604353767247338,0.034121404349276144,0
05_01_01_0046,0.23907551932597487,0.2913416216787432,0.06965264950411723,0
05_01_01_0047,0.2621619186910826,0.3481139055473006,0.09126220940132662,0
05_01_01_0048,0.2647662483892241,0.3976231089833795,0.10527717883838897,0
05_01_01_0049,0.28266683728317976,0.3537086346392918,0.09998170107324038,0
05_01_01_0050,0.3065265612623198,0.3032269362726062,0.09294711005775057,0
05_01_01_0051,0.3312090645411476,0.1830202084815815,0.060617952043310414,0
05_01_01_0052,0.27668921469062746,0.16656257201342647,0.04608606724724605,0
05_01_01_0053,0.2603726997193709,0.17328540737471945,0.04511878934012668,0
05_01_01_0054,0.2533519528525061,0.2892305198305109,0.07327711702360543,0
05_01_01_0055,0.21398335078630562,0.32985728471789305,0.0705839670652072,0
05_01_01_0056,0.16399528203394442,0.33081111647482814,0.05425146234625348,1
05_01_01_0057,0.16135138061247,0.4014267998469931,0.064770768370158,1
05_01_01_0058,0.18788128473135468,0.5174083329810519,0.0972113423311886,1
05_01_01_0059,0.19666704467485624,0.5539089877373813,0.10893564363715197,1
05_01_01_0060,0.22426827302788868,0.6589209670285714,0.1477750673373641,1
05_01_01_0061,0.2582467748390814,0.8332168698857014,0.21517556938949695,1
05_01_01_0062,0.31071335787644405,0.8708579154988738,0.27058718715793567,1
05_01_01_0063,0.2921712905775687,0.8580420563775774,0.2506952549816677,1
05_01_01_0064,0.3254949118487277,0.83369309531644,0.27136286056891756,1
05_01_01_0065,0.36828526085837593,0.8545389874130693,0.3147141138930747,1
05_01_01_0066,0.40713452231125963,0.8540265858726097,0.3477037060803609,1
05_01_01_0067,0.3900449137185993,0.7212881010758487,0.28133475515038175,1
05_01_01_0068,0.36324107883734225,0.5651083456737391,0.20527056514251474,1
05_01_01_0069,0.3644759047534144,0.4445216207085909,0.16201741989021778,0
05_01_01_0070,0.3319131636219354,0.3532543092881079,0.11724975535889753,0
05_01_01_0071,0.2760996211801818,0.2235933996181405,0.0617340529329576,0
05_01_01_0072,0.21466306791414103,0.20238060983534284,0.043443642593589474,0
05_01_01_0073,0.2522100074369599,0.2552311639204502,0.06437185375052068,0
05_01_01_0074,0.26006781333596213,0.2638056143105665,0.06860734925949923,0
05_01_01_0075,0.28111618603484423,0.24117323420792156,0.06779769977421914,0
05_01_01_0076,0.26049500995437286,0.2382183032579524,0.062054679278494125,0
05_01_01_0077,0.267843818383342,0.2734487618531727,0.07324156050695092,0
05_01_01_0078,0.24722345000675464,0.2196857819085233,0.05431147692085662,0
05_01_01_0079,0.26574322751289475,0.23245357233716782,0.061772962559781125,0
05_01_01_0080,0.23614479491199944,0.19825277025092558,0.046816359771640566,0
05_01_01_0081,0.2188682565438941,0.21679157599186538,0.04744879427074271,0
05_01_01_0082,0.2110576899779781,0.17868978024546553,0.0377138522412805,0
05_01_01_0083,0.19756391687054456,0.23117627784639388,0.045672090938886876,0
05_01_01_0084,0.20415760424823443,0.29058012427306,0.059324142013742164,0
05_01_01_0085,0.15376508394742958,0.2688786925466512,0.04134415473111093,1
05_01_01_0086,0.212304447268671,0.3579436624911782,0.07599303141851331,1
05_01_01_0087,0.24447793416762748,0.5364293745533456,0.1311451453176344,1
05_01_01_0088,0.29585531485473404,0.6568052090677282,0.19431931192696214,1
05_01_01_0089,0.33553696313978626,0.7211885848750139,0.24198542762004216,1
05_01_01_0090,0.33385978232479424,0.9031248508115785,0.30151706610406587,1
05_01_01_0091,0.33886699644583895,0.9156805532350649,0.3102939187786306,1
05_01_01_0092,0.29148795949568373,0.8810646900851331,0.25681974869661245,1
05_01_01_0093,0.26308856203238745,0.822440160125012,0.2163745990849759,1
05_01_01_0094,0.21590110924548525,0.6581746831548906,0.14210064417043666,1
05_01_01_0095,0.2064982775498359,0.4938912849885331,0.10198769964700721,1
05_01_01_0096,0.213361436799856,0.3816930119519909,0.08143856944654139,1
05_01_01_0097,0.23315173249269702,0.27107853739210286,0.06320243063455513,1
05_01_01_0098,0.24438325526510307,0.15649665605608792,0.038245162245089975,0
05_01_01_0099,0.2507454510287509,0.164113846853615,0.04115080054937304,0
05_01_01_0100,0.26303074341507077,0.1767838315423377,0.046499582634345726,0
05_01_01_0101,0.262135997588451,0.15598979475087352,0.04089054046063795,0
05_01_01_0102,0.2783370783017622,0.15361681541854463,0.04275725558161881,0
05_01_01_0103,0.23978401403297042,0.19266652469022238,0.046198352660003925,0
05_01_01_0104,0.2325590776807315,0.2041996656696506,0.04748848591084767,0
05_01_01_0105,0.20828882776029625,0.18165583883335765,0.03783688172641336,0
05_01_01_0106,0.2177376976772532,0.2328286762454077,0.05069557991891765,0
05_01_01_0107,0.2054718519857304,0.2029527108477342,0.04170106936340838,0
05_01_01_0108,0.2215634177087069,0.1639576348438323,0.03632701393543566,0
05_01_01_0109,0.23536064293455342,0.16074749447682557,0.03783363365018424,0
05_01_01_0110,0.22099725720346414,0.31801593872548123,0.07028065020531626,0
05_01_01_0111,0.23982864601594014,0.26155244560215113,0.06272776889092174,0
05_01_01_0112,0.2850248039720132,0.37930459994307836,0.1081112192444588,1
05_01_01_0113,0.3220619884906072,0.554094611324443,0.17845281233508023,1
05_01_01_0114,0.29429018043889943,0.7116851463064008,0.20944195012219521,1
05_01_01_0115,0.2857629857850127,0.7125433209147203,0.20361850688575894,1
05_01_01_0116,0.2854356190986891,0.8342874998207945,0.23813536901764595,1
05_01_01_0117,0.26602596705043363,0.7307195185445469,0.19439036656344036,1
05_01_01_0118,0.2287431973337693,0.7224245276000767,0.16524969627557942,1
05_01_01_0119,0.22847380124692598,0.6978644378458352,0.15944374086968707,1
05_01_01_0120,0.26474849410128415,0.7002479831531366,0.18538959903725433,1
05_01_01_0121,0.288091969311933,0.710296259852051,0.20463064829567787,1
05_01_01_0122,0.3141587434834541,0.8400906013395831,0.2639218077291028,1
05_01_01_0123,0.326269635108364,0.8240163867066035,0.26885152581407606,1
05_01_01_0124,0.35274424254385933,0.8094595925961454,0.28553221086018826,1
05_01_01_0125,0.3175408576054208,0.6866635726138453,0.21804373973420255,1
05_01_01_0126,0.2820409842889216,0.5706117839120544,0.16093590918141326,1
05_01_01_0127,0.2493649960093585,0.4412287876835967,0.11002701487993417,0
05_01_01_0128,0.22983890256627101,0.3190974946072485,0.07334101797217658,0
05_01_01_0129,0.22586094375317683,0.23615750395555007,0.05333875671779513,0
05_01_01_0130,0.19873939882782388,0.19621987273854027,0.0389966195461296,0
05_01_01_0131,0.17734196333280436,0.1862218789219922,0.033024953623549874,0
05_01_01_0132,0.19784920829459154,0.17683096593381809,0.034985866611973795,0
05_01_01_0133,0.23353093535314234,0.1580323418181077,0.0369054406008302,0
05_01_01_0134,0.2668521765929469,0.15420230209942226,0.04114921995087398,0
05_01_01_0135,0.2708301354060411,0.20087974945643264,0.054404289745617264,0
05_01_01_0136,0.23647796409237118,0.22648223332574458,0.05355805743996546,0
05_01_01_0137,0.23537089687103963,0.24690946169328357,0.058115301444693755,0
05_01_01_0138,0.23162162386568633,0.23688194803355314,0.0548669814679987,0
05_01_01_0139,0.23279655923993076,0.21216697854587505,0.04939174258981192,0
05_01_01_0140,0.21041872236383818,0.1541777425148034,0.032441883596905745,0
05_01_01_0141,0.22880628055863483,0.1343905184169624,0.03074939466133188,0
05_01_01_0142,0.23794152735715365,0.25043278220916,0.05958835869914894,0
05_01_01_0143,0.26015096257119047,0.23877912683516428,0.06211861968807637,1
05_01_01_0144,0.2749321847616714,0.3789468970660217,0.10418469831901755,1
05_01_01_0145,0.2742704469023641,0.5659017453412731,0.1552101245975788,1
05_01_01_0146,0.28215446085863216,0.5545354790352947,0.1564646591141869,1
05_01_01_0147,0.2966916109141327,0.556304968487735,0.16505101726016194,1
05_01_01_0148,0.29701494339256884,0.7316607571304361,0.21731417836166053,1
05_01_01_0149,0.3071873654647055,0.7227884833508912,0.2220314899887904,1
05_01_01_0150,0.29016827674373774,0.7084446021808171,0.20556814938321052,1
05_01_01_0151,0.3009280910265453,0.8630273453213371,0.25970917153125705,1
05_01_01_0152,0.31792415406566793,0.877416653869727,0.2789519474446619,1
05_01_01_0153,0.2729798616429084,0.796239184754956,0.21735726248907006,1
05_01_01_0154,0.2824998848772249,0.6816120992853757,0.19255533957904222,1
05_01_01_0155,0.27160528898926073,0.5471614781863492,0.14861195140659444,1
05_01_01_0156,0.2530863286665025,0.42084526144149226,0.10651018215492168,1
05_01_01_0157,0.23260898643010935,0.2818701816622822,0.06556553726133427,0
05_01_01_0158,0.21930064009223632,0.19786658776860658,0.04339226935052208,0
05_01_01_0159,0.24216376444462276,0.1697887950406489,0.04111669376756003,0
05_01_01_0160,0.23135822481870866,0.13358537792490016,0.030906075898441212,0
05_01_02_0003,0.25476020177587966,0.6764269393032225,0.17232666354352966,1
05_01_02_0004,0.2533179678402252,0.6893762954804045,0.1746314022483187,1
05_01_02_0005,0.22695266511343185,0.6870830803845616,0.15593533624762257,1
05_01_02_0006,0.26247799275164524,0.6695478225410566,0.1757415685118113,1
05_01_02_0007,0.30160006317549015,0.6953464629604303,0.2097165371577194,1
05_01_02_0008,0.33849637736653004,0.5800546401024586,0.19634639434932857,1
05_01_02_0009,0.32509076743649573,0.440482216269969,0.1431967017293327,1
