t,x,y,dance_movement,Predictions
1,571.3,555.3,0,-1
3,568.0,554.0,0,-1
6,586.0,582.0,0,-1
8,589.0,617.0,0,0
11,575.3,619.3,1,0
13,560.7,630.3,1,0
15,545.0,644.3,1,0
18,525.0,679.0,1,0
20,516.0,674.0,1,0
23,516.0,645.0,1,0
25,492.0,635.0,1,0
27,471.0,606.0,1,0
30,443.0,609.0,0,0
32,443.0,601.0,0,0
35,428.0,595.0,0,0
37,413.0,612.0,0,0
39,394.0,624.0,0,0
42,361.0,659.0,0,0
44,367.0,665.0,0,0
47,390.0,701.0,0,0
49,392.0,741.0,0,0
51,399.0,780.0,0,0
54,424.0,818.0,0,0
56,446.0,830.0,0,0
59,496.0,835.0,0,0
61,520.0,822.0,0,0
63,584.0,800.0,1,0
66,541.0,797.0,1,0
68,546.0,795.0,1,0
71,556.0,757.0,1,0
73,552.0,741.0,1,0
75,545.0,739.0,1,0
78,512.0,743.0,1,0
80,501.0,729.0,1,0
83,458.0,717.0,0,0
85,451.0,721.0,0,0
87,432.0,688.0,0,0
90,423.0,658.0,0,0
92,432.0,625.0,0,0
95,441.0,571.0,0,0
97,466.0,564.0,0,0
99,493.0,569.0,0,0
102,533.0,565.0,0,0
104,572.0,575.0,0,0
107,590.0,615.0,0,0
109,606.0,642.6,0,0
111,605.3,673.3,0,0
114,593.3,679.3,1,0
116,585.3,673.3,1,0
119,567.3,681.3,1,0
121,548.7,712.0,1,0
123,535.3,690.0,1,0
126,518.0,678.6,1,0
128,500.0,695.3,1,0
131,496.7,628.6,0,0
133,497.3,620.0,0,0
135,475.3,610.6,0,0
138,420.0,604.6,0,0
140,394.0,608.6,0,0
143,359.3,656.6,0,0
145,369.3,664.6,0,0
147,386.7,666.0,0,0
150,390.7,712.6,0,0
152,419.3,732.6,0,0
155,458.7,778.6,0,0
157,489.3,793.3,0,0
159,537.3,789.3,0,0
162,569.3,772.6,1,0
164,558.0,762.6,1,0
167,580.7,734.6,1,0
169,575.3,732.6,1,1
171,567.3,730.6,1,1
174,516.0,760.0,1,1
176,530.0,754.6,1,1
179,526.7,717.3,1,1
181,508.0,713.3,1,1
183,491.3,724.0,1,1
186,442.7,734.6,0,1
188,434.7,747.3,0,1
191,434.7,736.0,0,1
193,402.7,727.3,0,1
195,420.7,712.6,0,0
198,439.3,642.0,0,0
200,459.3,639.3,0,0
203,482.7,628.0,0,0
205,530.0,610.6,0,0
207,553.3,603.3,0,0
210,617.3,567.3,0,0
212,606.7,574.0,0,0
215,622.7,602.6,0,0
217,624.0,639.3,0,0
219,615.3,656.0,0,0
222,595.4,650.3,0,0
224,590.0,662.0,1,0
227,560.0,692.6,1,0
229,553.3,709.3,1,0
231,528.0,714.6,1,0
234,527.3,639.3,1,0
236,521.3,613.3,1,0
239,488.0,620.6,1,0
241,496.7,612.6,0,0
243,484.0,607.3,0,0
246,460.7,624.6,0,0
248,436.0,634.6,0,0
251,390.0,672.6,0,0
253,393.3,688.0,0,0
255,416.7,706.6,0,0
258,437.3,750.0,0,0
260,436.7,788.6,0,0
263,455.3,818.0,0,0
265,484.7,833.3,0,0
267,514.0,838.6,0,0
270,552.7,834.0,0,1
272,622.0,808.6,1,1
275,560.7,816.0,1,1
277,571.3,813.3,1,1
279,548.7,801.3,1,1
282,594.0,750.0,1,1
284,585.3,740.0,1,1
287,526.7,773.3,1,-1
289,513.3,746.6,1,-1
291,486.7,740.6,1,-1
