t,x,y,dance_movement,Predictions
0,670,229.3,0,-1
3,552,259.3,0,-1
6,448,306.0,0,-1
9,374,362.0,0,0
12,339,448.0,0,0
15,402,528.0,1,1
18,398,456.0,1,1
21,404,430.0,1,1
24,452,554.0,1,1
27,434,442.0,1,1
30,500,486.0,1,1
33,536,386.0,1,1
36,594,452.0,1,1
39,628,314.0,0,1
42,698,250.0,0,0
45,810,308.0,0,0
48,810,342.0,0,0
51,776,372.0,0,0
54,744,434.0,0,0
57,666,476.0,0,0
60,538,490.0,0,0
63,482,482.0,0,0
66,464,420.0,1,1
69,464,376.0,1,1
72,462,382.0,1,1
75,492,378.0,1,1
78,502,328.0,1,1
81,584,358.0,1,1
84,540,284.0,1,1
87,676,294.0,1,1
90,730,240.0,0,0
93,772,132.0,0,0
96,708,86.0,0,0
99,664,80.0,0,0
102,619,56.0,0,0
105,574,54.0,0,0
108,558,82.0,0,0
111,504,126.0,0,0
114,510,226.0,0,0
117,504,296.0,0,0
120,554,372.0,0,0
123,572,382.0,1,0
126,618,284.0,1,0
129,610,342.0,1,0
132,642,270.0,1,0
135,662,220.0,0,0
138,698,200.0,0,0
141,738,222.0,0,0
144,750,294.0,0,0
147,748,344.0,0,0
150,752,396.0,0,-1
153,672,552.0,0,-1
156,596,556.0,0,-1
